% Model:              1D_grating.mph
% Version:            COMSOL 6.3.0.420
% Date:               Apr 27 2026, 05:09
% Table:              Table 4 - Global Evaluation 1
% lambda0 (µm)                                    Reflectance, order 0 (1)                          Reflectance, order 0 (1)                          Reflectance, order 0 (1)                          Reflectance, order 0 (1)                          Reflectance, order 0 (1)                          Reflectance, order 0 (1)
12.756                                            0.57775                                           0.57300                                           0.56627                                           0.55638                                           0.54047                                           0.50811
12.761                                            0.57160                                           0.56652                                           0.55931                                           0.54867                                           0.53149                                           0.49648
12.766                                            0.56713                                           0.56175                                           0.55409                                           0.54274                                           0.52433                                           0.48670
12.771                                            0.56484                                           0.55919                                           0.55111                                           0.53910                                           0.51952                                           0.47930
12.776                                            0.57463                                           0.56886                                           0.56058                                           0.54819                                           0.52782                                           0.48535
12.781                                            0.58640                                           0.58055                                           0.57213                                           0.55945                                           0.53843                                           0.49398
12.786                                            0.60005                                           0.59418                                           0.58569                                           0.57282                                           0.55132                                           0.50524
12.791                                            0.61111                                           0.60535                                           0.59698                                           0.58427                                           0.56296                                           0.51707
12.796                                            0.62138                                           0.61578                                           0.60762                                           0.59521                                           0.57435                                           0.52931
12.801                                            0.63089                                           0.62550                                           0.61764                                           0.60564                                           0.58548                                           0.54187
12.806                                            0.63611                                           0.63094                                           0.62338                                           0.61186                                           0.59251                                           0.55077
12.811                                            0.63926                                           0.63431                                           0.62708                                           0.61606                                           0.59759                                           0.55788
12.816                                            0.64179                                           0.63708                                           0.63020                                           0.61972                                           0.60220                                           0.56467
12.821                                            0.64354                                           0.63906                                           0.63252                                           0.62258                                           0.60599                                           0.57060
12.826                                            0.64462                                           0.64036                                           0.63415                                           0.62471                                           0.60904                                           0.57576
12.831                                            0.64495                                           0.64091                                           0.63502                                           0.62611                                           0.61136                                           0.58026
12.836                                            0.64404                                           0.64019                                           0.63461                                           0.62619                                           0.61234                                           0.58333
12.841                                            0.64171                                           0.63803                                           0.63271                                           0.62472                                           0.61166                                           0.58455
12.846                                            0.63801                                           0.63447                                           0.62938                                           0.62176                                           0.60941                                           0.58404
12.851                                            0.63356                                           0.63011                                           0.62517                                           0.61783                                           0.60601                                           0.58204
12.856                                            0.62938                                           0.62596                                           0.62109                                           0.61389                                           0.60238                                           0.57936
12.861                                            0.62533                                           0.62192                                           0.61707                                           0.60994                                           0.59862                                           0.57626
12.866                                            0.62144                                           0.61803                                           0.61320                                           0.60610                                           0.59492                                           0.57311
12.871                                            0.61822                                           0.61482                                           0.61001                                           0.60296                                           0.59191                                           0.57057
12.876                                            0.61571                                           0.61232                                           0.60753                                           0.60052                                           0.58959                                           0.56869
12.881                                            0.61459                                           0.61119                                           0.60637                                           0.59936                                           0.58849                                           0.56789
12.886                                            0.61501                                           0.61157                                           0.60669                                           0.59962                                           0.58870                                           0.56825
12.891                                            0.61641                                           0.61291                                           0.60796                                           0.60081                                           0.58982                                           0.56949
12.896                                            0.61767                                           0.61413                                           0.60914                                           0.60194                                           0.59095                                           0.57080
12.901                                            0.61738                                           0.61383                                           0.60882                                           0.60160                                           0.59064                                           0.57073
12.906                                            0.61523                                           0.61166                                           0.60663                                           0.59939                                           0.58843                                           0.56869
12.911                                            0.61165                                           0.60807                                           0.60301                                           0.59574                                           0.58475                                           0.56511
12.916                                            0.60769                                           0.60411                                           0.59904                                           0.59176                                           0.58076                                           0.56121
12.921                                            0.60436                                           0.60078                                           0.59571                                           0.58842                                           0.57743                                           0.55799
12.926                                            0.60198                                           0.59838                                           0.59328                                           0.58596                                           0.57497                                           0.55567
12.931                                            0.60050                                           0.59686                                           0.59172                                           0.58436                                           0.57336                                           0.55423
12.936                                            0.59948                                           0.59579                                           0.59061                                           0.58321                                           0.57221                                           0.55325
12.941                                            0.59829                                           0.59457                                           0.58934                                           0.58190                                           0.57089                                           0.55207
12.946                                            0.59665                                           0.59289                                           0.58761                                           0.58012                                           0.56908                                           0.55035
12.951                                            0.59475                                           0.59096                                           0.58563                                           0.57809                                           0.56702                                           0.54836
12.956                                            0.59274                                           0.58892                                           0.58355                                           0.57597                                           0.56487                                           0.54628
12.961                                            0.59089                                           0.58704                                           0.58165                                           0.57404                                           0.56293                                           0.54441
12.966                                            0.58939                                           0.58553                                           0.58012                                           0.57250                                           0.56139                                           0.54298
12.971                                            0.58812                                           0.58425                                           0.57884                                           0.57121                                           0.56011                                           0.54181
12.976                                            0.58692                                           0.58304                                           0.57761                                           0.56998                                           0.55891                                           0.54073
12.981                                            0.58565                                           0.58176                                           0.57632                                           0.56869                                           0.55764                                           0.53961
12.986                                            0.58420                                           0.58030                                           0.57485                                           0.56721                                           0.55620                                           0.53832
12.991                                            0.58246                                           0.57856                                           0.57310                                           0.56547                                           0.55449                                           0.53678
12.996                                            0.58047                                           0.57656                                           0.57110                                           0.56347                                           0.55255                                           0.53501
13.001                                            0.57833                                           0.57442                                           0.56896                                           0.56135                                           0.55048                                           0.53313
13.006                                            0.57604                                           0.57213                                           0.56667                                           0.55908                                           0.54826                                           0.53110
13.011                                            0.57364                                           0.56972                                           0.56427                                           0.55669                                           0.54593                                           0.52896
13.016                                            0.57132                                           0.56739                                           0.56194                                           0.55437                                           0.54365                                           0.52685
13.021                                            0.56896                                           0.56502                                           0.55956                                           0.55199                                           0.54131                                           0.52465
13.026                                            0.56657                                           0.56262                                           0.55714                                           0.54956                                           0.53889                                           0.52235
13.031                                            0.56425                                           0.56028                                           0.55477                                           0.54716                                           0.53650                                           0.52005
13.036                                            0.56193                                           0.55793                                           0.55239                                           0.54475                                           0.53408                                           0.51769
13.041                                            0.55956                                           0.55553                                           0.54995                                           0.54228                                           0.53158                                           0.51525
13.046                                            0.55719                                           0.55313                                           0.54752                                           0.53981                                           0.52909                                           0.51279
13.051                                            0.55485                                           0.55076                                           0.54511                                           0.53737                                           0.52663                                           0.51038
13.056                                            0.55247                                           0.54836                                           0.54268                                           0.53492                                           0.52416                                           0.50795
13.061                                            0.55010                                           0.54597                                           0.54028                                           0.53249                                           0.52173                                           0.50557
13.066                                            0.54786                                           0.54371                                           0.53800                                           0.53019                                           0.51943                                           0.50333
13.071                                            0.54566                                           0.54150                                           0.53577                                           0.52795                                           0.51719                                           0.50116
13.076                                            0.54353                                           0.53935                                           0.53360                                           0.52577                                           0.51503                                           0.49907
13.081                                            0.54157                                           0.53738                                           0.53161                                           0.52378                                           0.51305                                           0.49717
13.086                                            0.53971                                           0.53550                                           0.52972                                           0.52188                                           0.51116                                           0.49536
13.091                                            0.53795                                           0.53373                                           0.52793                                           0.52008                                           0.50938                                           0.49367
13.096                                            0.53631                                           0.53207                                           0.52626                                           0.51841                                           0.50773                                           0.49209
13.101                                            0.53477                                           0.53052                                           0.52471                                           0.51685                                           0.50618                                           0.49063
13.106                                            0.53328                                           0.52902                                           0.52320                                           0.51535                                           0.50471                                           0.48923
13.111                                            0.53181                                           0.52755                                           0.52173                                           0.51387                                           0.50325                                           0.48786
13.116                                            0.53041                                           0.52615                                           0.52032                                           0.51248                                           0.50189                                           0.48659
13.121                                            0.52898                                           0.52471                                           0.51888                                           0.51104                                           0.50048                                           0.48526
13.126                                            0.52751                                           0.52324                                           0.51741                                           0.50958                                           0.49905                                           0.48392
13.131                                            0.52607                                           0.52179                                           0.51597                                           0.50815                                           0.49766                                           0.48263
13.136                                            0.52456                                           0.52028                                           0.51445                                           0.50663                                           0.49615                                           0.48121
13.141                                            0.52301                                           0.51873                                           0.51290                                           0.50510                                           0.49467                                           0.47982
13.146                                            0.52147                                           0.51718                                           0.51135                                           0.50355                                           0.49315                                           0.47838
13.151                                            0.51988                                           0.51559                                           0.50975                                           0.50195                                           0.49156                                           0.47688
13.156                                            0.51829                                           0.51400                                           0.50816                                           0.50040                                           0.49006                                           0.47547
13.161                                            0.51671                                           0.51241                                           0.50656                                           0.49878                                           0.48846                                           0.47394
13.166                                            0.51513                                           0.51083                                           0.50498                                           0.49720                                           0.48690                                           0.47248
13.171                                            0.51362                                           0.50931                                           0.50348                                           0.49574                                           0.48550                                           0.47116
13.176                                            0.51215                                           0.50783                                           0.50197                                           0.49420                                           0.48395                                           0.46968
13.181                                            0.51069                                           0.50637                                           0.50051                                           0.49276                                           0.48255                                           0.46837
13.186                                            0.50937                                           0.50505                                           0.49922                                           0.49151                                           0.48136                                           0.46725
13.191                                            0.50813                                           0.50380                                           0.49792                                           0.49017                                           0.47999                                           0.46594
13.196                                            0.50683                                           0.50250                                           0.49663                                           0.48890                                           0.47876                                           0.46479
13.201                                            0.50572                                           0.50139                                           0.49557                                           0.48790                                           0.47783                                           0.46393
13.206                                            0.50471                                           0.50037                                           0.49450                                           0.48677                                           0.47666                                           0.46281
13.211                                            0.50354                                           0.49920                                           0.49333                                           0.48561                                           0.47555                                           0.46178
13.216                                            0.50253                                           0.49821                                           0.49241                                           0.48479                                           0.47482                                           0.46113
13.221                                            0.50174                                           0.49741                                           0.49156                                           0.48387                                           0.47386                                           0.46022
13.226                                            0.50069                                           0.49634                                           0.49046                                           0.48275                                           0.47275                                           0.45920
13.231                                            0.49964                                           0.49533                                           0.48955                                           0.48198                                           0.47211                                           0.45864
13.236                                            0.49899                                           0.49467                                           0.48888                                           0.48128                                           0.47140                                           0.45800
13.241                                            0.49815                                           0.49379                                           0.48790                                           0.48020                                           0.47029                                           0.45697
13.246                                            0.49696                                           0.49264                                           0.48686                                           0.47931                                           0.46953                                           0.45629
13.251                                            0.49622                                           0.49194                                           0.48623                                           0.47876                                           0.46905                                           0.45590
13.256                                            0.49569                                           0.49135                                           0.48549                                           0.47786                                           0.46809                                           0.45502
13.261                                            0.49453                                           0.49019                                           0.48434                                           0.47675                                           0.46703                                           0.45403
13.266                                            0.49342                                           0.48916                                           0.48350                                           0.47612                                           0.46654                                           0.45362
13.271                                            0.49303                                           0.48875                                           0.48302                                           0.47555                                           0.46595                                           0.45314
13.276                                            0.49237                                           0.48800                                           0.48209                                           0.47446                                           0.46480                                           0.45205
13.281                                            0.49096                                           0.48665                                           0.48090                                           0.47346                                           0.46392                                           0.45118
13.286                                            0.49008                                           0.48585                                           0.48026                                           0.47297                                           0.46353                                           0.45089
13.291                                            0.48996                                           0.48564                                           0.47983                                           0.47232                                           0.46281                                           0.45029
13.296                                            0.48910                                           0.48469                                           0.47876                                           0.47115                                           0.46160                                           0.44907
13.301                                            0.48751                                           0.48321                                           0.47755                                           0.47022                                           0.46079                                           0.44824
13.306                                            0.48684                                           0.48261                                           0.47704                                           0.46978                                           0.46044                                           0.44805
13.311                                            0.48693                                           0.48256                                           0.47666                                           0.46911                                           0.45969                                           0.44744
13.316                                            0.48595                                           0.48150                                           0.47554                                           0.46795                                           0.45847                                           0.44613
13.321                                            0.48414                                           0.47985                                           0.47425                                           0.46699                                           0.45762                                           0.44520
13.326                                            0.48352                                           0.47931                                           0.47376                                           0.46654                                           0.45729                                           0.44512
13.331                                            0.48387                                           0.47947                                           0.47353                                           0.46598                                           0.45667                                           0.44468
13.336                                            0.48298                                           0.47847                                           0.47246                                           0.46487                                           0.45545                                           0.44325
13.341                                            0.48088                                           0.47657                                           0.47098                                           0.46373                                           0.45437                                           0.44202
13.346                                            0.47999                                           0.47580                                           0.47031                                           0.46315                                           0.45397                                           0.44195
13.351                                            0.48059                                           0.47619                                           0.47025                                           0.46276                                           0.45361                                           0.44190
13.356                                            0.48017                                           0.47559                                           0.46949                                           0.46186                                           0.45253                                           0.44057
13.361                                            0.47788                                           0.47352                                           0.46785                                           0.46054                                           0.45114                                           0.43884
13.366                                            0.47625                                           0.47210                                           0.46670                                           0.45960                                           0.45043                                           0.43844
13.371                                            0.47676                                           0.47243                                           0.46663                                           0.45929                                           0.45031                                           0.43888
13.376                                            0.47726                                           0.47264                                           0.46645                                           0.45886                                           0.44973                                           0.43817
13.381                                            0.47542                                           0.47093                                           0.46507                                           0.45763                                           0.44824                                           0.43606
13.386                                            0.47281                                           0.46865                                           0.46329                                           0.45617                                           0.44687                                           0.43472
13.391                                            0.47230                                           0.46811                                           0.46257                                           0.45543                                           0.44653                                           0.43517
13.396                                            0.47353                                           0.46896                                           0.46285                                           0.45541                                           0.44665                                           0.43563
13.401                                            0.47326                                           0.46860                                           0.46248                                           0.45496                                           0.44582                                           0.43412
13.406                                            0.47052                                           0.46623                                           0.46068                                           0.45342                                           0.44395                                           0.43166
13.411                                            0.46811                                           0.46405                                           0.45877                                           0.45172                                           0.44257                                           0.43085
13.416                                            0.46851                                           0.46416                                           0.45839                                           0.45122                                           0.44267                                           0.43197
13.421                                            0.47000                                           0.46528                                           0.45904                                           0.45166                                           0.44312                                           0.43234
13.426                                            0.46926                                           0.46468                                           0.45872                                           0.45133                                           0.44212                                           0.43028
13.431                                            0.46606                                           0.46193                                           0.45662                                           0.44941                                           0.43984                                           0.42752
13.436                                            0.46377                                           0.45972                                           0.45443                                           0.44736                                           0.43836                                           0.42703
13.441                                            0.46452                                           0.46004                                           0.45409                                           0.44699                                           0.43881                                           0.42862
13.446                                            0.46632                                           0.46152                                           0.45524                                           0.44802                                           0.43974                                           0.42923
13.451                                            0.46573                                           0.46122                                           0.45541                                           0.44810                                           0.43887                                           0.42698
13.456                                            0.46247                                           0.45846                                           0.45327                                           0.44600                                           0.43623                                           0.42384
13.461                                            0.45972                                           0.45571                                           0.45040                                           0.44326                                           0.43423                                           0.42302
13.466                                            0.46014                                           0.45556                                           0.44953                                           0.44252                                           0.43466                                           0.42487
13.471                                            0.46228                                           0.45738                                           0.45107                                           0.44407                                           0.43623                                           0.42620
13.476                                            0.46262                                           0.45810                                           0.45233                                           0.44515                                           0.43610                                           0.42449
13.481                                            0.45981                                           0.45589                                           0.45077                                           0.44340                                           0.43340                                           0.42083
13.486                                            0.45627                                           0.45236                                           0.44712                                           0.43981                                           0.43042                                           0.41888
